date,temperature_max,temperature_min,temperature_mean,latitude,longitude,subzone_code,subzone_name,heating_degree_days,cooling_degree_days,country_code,zone_name
2024-01-02,5.2,-3.9,1.1,40.6401,22.9444,GR-THE,Thessaloniki,16.9,0,GR,Greece
2023-12-30,8.0,2.5,5.1,38.2466,21.7346,GR-PAT,Patras,12.9,0,GR,Greece
2023-12-31,7.8,1.1,3.9,38.2466,21.7346,GR-PAT,Patras,14.1,0,GR,Greece
2024-01-01,10.3,1.2,5.7,38.2466,21.7346,GR-PAT,Patras,12.3,0,GR,Greece
2024-01-02,11.1,2.7,6.3,38.2466,21.7346,GR-PAT,Patras,11.7,0,GR,Greece
2023-12-30,-0.4,-8.0,-4.5,47.4979,19.0402,HU-BUD,Budapest,22.5,0,HU,Hungary
2023-12-31,-0.4,-7.0,-4.0,47.4979,19.0402,HU-BUD,Budapest,22.0,0,HU,Hungary
2024-01-01,2.5,-4.3,0.3,47.4979,19.0402,HU-BUD,Budapest,17.7,0,HU,Hungary
2024-01-02,2.5,-7.3,-1.6,47.4979,19.0402,HU-BUD,Budapest,19.6,0,HU,Hungary
2023-12-30,-0.7,-8.0,-4.7,47.5316,21.6273,HU-DEB,Debrecen,22.7,0,HU,Hungary
2023-12-31,-0.2,-6.4,-3.9,47.5316,21.6273,HU-DEB,Debrecen,21.9,0,HU,Hungary
2024-01-01,3.2,-5.5,-0.6,47.5316,21.6273,HU-DEB,Debrecen,18.6,0,HU,Hungary
2024-01-02,2.5,-9.0,-5.2,47.5316,21.6273,HU-DEB,Debrecen,23.2,0,HU,Hungary
2023-12-30,12.0,3.6,6.3,46.253,20.1414,HU-SZE,Szeged,11.7,0,HU,Hungary
2023-12-31,10.3,1.9,5.2,46.253,20.1414,HU-SZE,Szeged,12.8,0,HU,Hungary
2024-01-01,8.4,4.0,6.0,46.253,20.1414,HU-SZE,Szeged,12.0,0,HU,Hungary
2024-01-02,8.8,1.3,5.0,46.253,20.1414,HU-SZE,Szeged,13.0,0,HU,Hungary
2023-12-30,11.1,4.4,8.4,53.3498,-6.2603,IE-DUB,Dublin,9.6,0,IE,Ireland
2023-12-31,9.9,3.9,7.0,53.3498,-6.2603,IE-DUB,Dublin,11.0,0,IE,Ireland
2024-01-01,10.5,4.0,7.1,53.3498,-6.2603,IE-DUB,Dublin,10.9,0,IE,Ireland
2024-01-02,7.4,3.9,5.6,53.3498,-6.2603,IE-DUB,Dublin,12.4,0,IE,Ireland
2023-12-30,10.8,4.8,7.8,51.8985,-8.4756,IE-COR,Cork,10.2,0,IE,Ireland
2023-12-31,10.9,5.1,8.9,51.8985,-8.4756,IE-COR,Cork,9.1,0,IE,Ireland
2024-01-01,11.3,4.2,7.7,51.8985,-8.4756,IE-COR,Cork,10.3,0,IE,Ireland
2024-01-02,8.6,4.2,6.4,51.8985,-8.4756,IE-COR,Cork,11.6,0,IE,Ireland
2023-12-30,9.8,3.5,7.2,53.2707,-9.0568,IE-GAL,Galway,10.8,0,IE,Ireland
2023-12-31,10.8,3.5,7.8,53.2707,-9.0568,IE-GAL,Galway,10.2,0,IE,Ireland
2024-01-01,9.0,4.9,6.4,53.2707,-9.0568,IE-GAL,Galway,11.6,0,IE,Ireland
2024-01-02,8.8,5.3,7.4,53.2707,-9.0568,IE-GAL,Galway,10.6,0,IE,Ireland
2023-12-30,6.1,-0.2,2.2,41.9028,12.4964,IT-ROM,Rome,15.8,0,IT,Italy
2023-12-31,6.4,-0.6,2.7,41.9028,12.4964,IT-ROM,Rome,15.3,0,IT,Italy
2024-01-01,7.7,1.5,3.5,41.9028,12.4964,IT-ROM,Rome,14.5,0,IT,Italy
2024-01-02,12.0,2.2,5.9,41.9028,12.4964,IT-ROM,Rome,12.1,0,IT,Italy
2023-12-30,0.5,-7.0,-3.2,45.4642,9.19,IT-MIL,Milan,21.2,0,IT,Italy
2023-12-31,0.8,-7.3,-3.1,45.4642,9.19,IT-MIL,Milan,21.1,0,IT,Italy
2024-01-01,4.8,-3.9,0.7,45.4642,9.19,IT-MIL,Milan,17.3,0,IT,Italy
2024-01-02,4.8,-0.1,2.1,45.4642,9.19,IT-MIL,Milan,15.9,0,IT,Italy
2023-12-30,5.5,1.6,3.2,40.8518,14.2681,IT-NAP,Naples,14.8,0,IT,Italy
2023-12-31,7.6,1.3,3.9,40.8518,14.2681,IT-NAP,Naples,14.1,0,IT,Italy
